Day,Food Name,Amount,Energy (kcal),Alcohol (g),Caffeine (mg),Water (g),B1 (Thiamine) (mg),B12 (Cobalamin) (µg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),Folate (µg),Vitamin A (IU),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Starch (g),Sugars (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Omega-3 (g),Omega-6 (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g)
2017-1-21,"Milk, whole","1.00 cup",148.84,0.00,0.00,215.03,0.11,1.10,0.41,0.22,0.91,0.09,12.20,395.27,0.00,124.44,0.17,0.73,275.71,0.06,0.07,24.40,0.01,204.95,322.07,9.03,104.92,0.90,11.71,0.00,0.00,12.32,7.93,24.40,1.98,0.18,0.29,0.48,4.55,0.28,0.05,0.23,0.40,0.73,0.64,0.20,0.40,7.69,0.33,0.10,0.39,0.50
2017-1-22,"Whole Foods, pie, pumpkin","1.00 Slice",210.00,0.00,,,,,,,,,,,,,,,,,,,,,,,220.00,,27.00,1.00,18.00,8.00,10.00,55.00,,,,,6.00,0.00,,,,,,,,2.00,,,,
2017-1-22,"Toast, whole wheat bread, with butter","2.00 thin slice - 4 1/4"" x 4"" x 3/8""",161.82,0.00,0.00,20.31,0.18,0.01,0.08,2.04,0.30,0.10,19.40,277.81,0.01,0.00,1.58,11.43,75.69,0.10,1.14,34.66,1.00,98.76,119.16,11.82,263.49,0.81,19.70,2.76,13.22,2.05,6.78,0.00,2.51,0.23,2.13,2.37,1.43,0.37,0.06,0.06,0.10,0.19,0.08,0.04,0.13,5.74,0.08,0.04,0.08,0.13
2017-1-22,"Baguette","0.50 regular - about 9"" long",206.72,0.00,0.00,25.08,0.54,0.00,0.32,3.66,0.35,0.08,93.48,0.00,0.00,0.00,0.16,0.53,39.52,0.12,2.97,24.32,0.44,79.80,88.92,21.74,457.52,0.79,39.43,1.67,33.61,3.51,1.84,0.00,0.28,0.05,0.60,0.65,0.40,0.00,0.18,0.16,0.28,0.52,0.22,0.12,0.37,8.17,0.22,0.09,0.14,0.33
2017-1-22,"Butter, unsalted","1.50 tbsp",152.59,0.00,0.00,3.82,0.00,0.04,0.01,0.01,0.02,0.00,0.64,531.82,0.00,2.19,0.49,1.49,5.11,0.00,0.00,0.43,0.00,5.11,5.11,0.21,2.34,0.02,0.01,0.00,0.00,0.01,17.26,45.75,4.99,0.07,0.39,0.64,10.74,0.70,0.00,0.00,0.01,0.02,0.01,0.00,0.01,0.18,0.01,0.00,0.01,0.01
2017-1-22,"Amy's, soup, cream of mushroom, canned, semi condensed, organic","0.50 x 0.75 Cup",75.00,0.00,,,,,,,,,,50.00,1.20,,,,10.00,,0.54,,,,,,295.00,,6.50,1.00,4.00,1.50,4.50,5.00,,,,,1.00,0.00,,,,,,,,1.50,,,,
2017-1-22,"Que Pasa, Tortilla Chips","28.00 g",140.00,,,,,,,,,,,0.00,0.00,,,,19.88,,0.36,,,,,,50.12,,19.00,1.99,,0.00,6.00,0.00,,,,,0.50,0.00,,,,,,,,2.00,,,,
2017-1-22,"Salad, mixed","10.00 oz",53.86,,,263.93,0.23,0.00,0.06,1.42,0.77,0.34,102.06,418.84,88.17,0.00,1.13,,79.38,0.09,1.73,28.35,0.40,119.07,569.83,0.85,14.17,0.71,7.65,1.42,0.28,7.37,0.85,0.00,0.00,,,0.28,0.28,,,,,,,,,3.97,,,,
2017-1-22,"Banana, fresh","1.00 medium - 7"" to 7 7/8"" long",105.02,0.00,0.00,88.39,0.04,0.00,0.09,0.78,0.39,0.43,23.60,75.52,10.27,0.00,0.15,0.59,5.90,0.09,0.31,31.86,0.32,25.96,422.44,1.18,1.18,0.18,26.95,3.07,6.35,14.43,0.39,0.00,0.04,0.03,0.05,0.09,0.13,0.00,0.01,0.09,0.03,0.08,0.06,0.01,0.06,1.29,0.03,0.01,0.01,0.06
2017-1-22,"Milk, whole","1.00 cup",148.84,0.00,0.00,215.03,0.11,1.10,0.41,0.22,0.91,0.09,12.20,395.27,0.00,124.44,0.17,0.73,275.71,0.06,0.07,24.40,0.01,204.95,322.07,9.03,104.92,0.90,11.71,0.00,0.00,12.32,7.93,24.40,1.98,0.18,0.29,0.48,4.55,0.28,0.05,0.23,0.40,0.73,0.64,0.20,0.40,7.69,0.33,0.10,0.39,0.50
2017-1-23,"Fried egg sandwich","1.00 sandwich",228.04,0.00,0.00,56.43,0.30,0.56,0.38,2.42,0.97,0.10,77.53,366.13,0.00,43.51,0.76,3.25,97.68,0.06,2.40,16.56,0.28,135.47,126.91,26.40,422.02,0.90,25.29,1.35,18.59,3.42,8.94,186.50,3.19,0.18,1.94,2.13,2.40,0.15,0.22,0.23,0.48,0.80,0.57,0.26,0.52,10.72,0.42,0.12,0.37,0.55
2017-1-23,"Salad, mixed","10.00 oz",53.86,,,263.93,0.23,0.00,0.06,1.42,0.77,0.34,102.06,418.84,88.17,0.00,1.13,,79.38,0.09,1.73,28.35,0.40,119.07,569.83,0.85,14.17,0.71,7.65,1.42,0.28,7.37,0.85,0.00,0.00,,,0.28,0.28,,,,,,,,,3.97,,,,
2017-1-23,"Whole Foods, pie, pumpkin","1.00 Slice",210.00,0.00,,,,,,,,,,,,,,,,,,,,,,,220.00,,27.00,1.00,18.00,8.00,10.00,55.00,,,,,6.00,0.00,,,,,,,,2.00,,,,
2017-1-23,"Baguette","0.25 regular - about 9"" long",103.36,0.00,0.00,12.54,0.27,0.00,0.16,1.83,0.17,0.04,46.74,0.00,0.00,0.00,0.08,0.27,19.76,0.06,1.49,12.16,0.22,39.90,44.46,10.87,228.76,0.40,19.71,0.84,16.81,1.76,0.92,0.00,0.14,0.02,0.30,0.32,0.20,0.00,0.09,0.08,0.14,0.26,0.11,0.06,0.19,4.09,0.11,0.05,0.07,0.16
2017-1-23,"Nejaime's Lavasch Crisp Flatbread, Restaurant Style Whole Grain (Venus)","0.94 FDA Serving Size",129.23,0.00,0.00,3.27,0.24,0.00,0.12,1.71,0.22,0.06,38.64,1.90,0.26,0.00,0.66,2.61,11.25,0.08,1.21,19.00,0.51,60.13,68.55,11.32,131.41,0.46,20.65,1.95,18.12,0.22,3.90,0.00,2.19,0.31,0.89,1.20,0.34,0.01,0.07,0.08,0.12,0.23,0.10,0.06,0.17,3.36,0.10,0.04,0.09,0.14
2017-1-23,"Trader Joe's Channa Masala","0.80 Serving",144.00,,,,,,,,,,,160.00,4.80,,,,32.00,,1.44,,,,,,,,16.00,4.00,8.00,4.00,7.20,,,,,,1.60,,,,,,,,,4.00,,,,
2017-1-23,"Mango, fresh","0.30 each",60.48,0.00,0.00,84.13,0.03,0.00,0.04,0.67,0.20,0.12,43.34,1090.66,36.69,0.00,0.91,4.23,11.09,0.11,0.16,10.08,0.06,14.11,169.34,0.60,1.01,0.09,15.10,1.61,0.23,13.77,0.38,0.00,0.14,0.05,0.02,0.07,0.09,0.00,0.00,0.02,0.03,0.05,0.07,0.01,0.03,0.83,0.03,0.01,0.02,0.04
2017-1-23,"Yogurt, plain, whole milk","0.30 cup",44.84,0.00,0.00,64.61,0.02,0.27,0.10,0.06,0.29,0.02,5.15,72.77,0.37,1.47,0.06,0.15,88.94,0.01,0.04,8.82,0.00,69.83,113.93,1.62,33.81,0.43,3.43,0.00,0.00,3.43,2.39,9.56,0.66,0.02,0.05,0.07,1.54,0.05,0.02,0.06,0.14,0.26,0.23,0.07,0.14,2.55,0.10,0.01,0.13,0.21
2017-1-24,"Baguette","0.25 regular - about 9"" long",103.36,0.00,0.00,12.54,0.27,0.00,0.16,1.83,0.17,0.04,46.74,0.00,0.00,0.00,0.08,0.27,19.76,0.06,1.49,12.16,0.22,39.90,44.46,10.87,228.76,0.40,19.71,0.84,16.81,1.76,0.92,0.00,0.14,0.02,0.30,0.32,0.20,0.00,0.09,0.08,0.14,0.26,0.11,0.06,0.19,4.09,0.11,0.05,0.07,0.16
2017-1-24,"Shortbread cookie, bakery","2.00 each - approx 1 1/2"" x 1""",205.22,0.00,0.00,2.48,0.16,0.00,0.10,1.23,0.09,0.01,26.67,0.00,0.00,0.00,0.11,5.57,3.17,0.03,0.97,4.58,0.14,22.50,22.37,7.09,0.46,0.15,20.06,0.63,15.21,4.21,13.02,0.00,7.49,0.00,1.67,1.68,3.22,3.82,0.05,0.05,0.07,0.15,0.05,0.04,0.11,2.15,0.06,0.03,0.06,0.09
2017-1-24,"Tomato soup, homemade","0.70 cup",93.65,0.00,0.00,146.49,0.06,0.03,0.08,1.10,0.20,0.13,15.87,979.56,22.73,3.21,1.61,11.19,32.01,0.15,1.22,19.06,0.18,53.31,415.12,1.60,559.86,0.32,9.13,1.59,0.06,5.63,6.15,15.47,2.45,0.06,0.32,0.37,2.98,0.16,0.03,0.04,0.07,0.10,0.10,0.02,0.07,2.22,0.07,0.02,0.05,0.07
2017-1-24,"Whole Foods, pie, pumpkin","0.80 Slice",168.00,0.00,,,,,,,,,,,,,,,,,,,,,,,176.00,,21.60,0.80,14.40,6.40,8.00,44.00,,,,,4.80,0.00,,,,,,,,1.60,,,,
2017-1-24,"Multi grain hot cereal","0.30 cup",42.29,0.00,0.00,74.31,0.09,0.00,0.03,0.60,0.14,0.06,10.12,4.50,0.00,0.00,0.08,0.35,9.86,0.12,0.57,25.79,0.43,54.11,89.68,4.82,94.76,0.38,8.72,1.82,6.29,0.39,0.34,0.00,0.07,0.01,0.13,0.14,0.06,0.00,0.04,0.05,0.08,0.16,0.10,0.03,0.10,2.01,0.07,0.03,0.06,0.10
2017-1-24,"Granola, homemade","0.20 cup, whole pieces",103.95,0.09,0.00,2.88,0.11,0.01,0.04,0.46,0.17,0.06,20.80,81.93,0.19,0.00,1.38,2.46,10.23,0.11,0.77,29.45,0.83,79.97,84.12,5.65,25.91,0.76,13.13,1.56,5.18,6.41,5.13,0.00,1.53,0.08,1.50,1.58,1.66,0.10,0.06,0.06,0.10,0.18,0.12,0.05,0.12,2.40,0.09,0.03,0.08,0.13
2017-1-24,"Milk, whole","1.00 cup",148.84,0.00,0.00,215.03,0.11,1.10,0.41,0.22,0.91,0.09,12.20,395.27,0.00,124.44,0.17,0.73,275.71,0.06,0.07,24.40,0.01,204.95,322.07,9.03,104.92,0.90,11.71,0.00,0.00,12.32,7.93,24.40,1.98,0.18,0.29,0.48,4.55,0.28,0.05,0.23,0.40,0.73,0.64,0.20,0.40,7.69,0.33,0.10,0.39,0.50
2017-1-24,"Brown rice, steamed","1.00 cup",248.45,0.00,0.00,141.94,0.36,0.00,0.14,5.17,0.77,0.25,18.18,0.00,0.00,0.00,0.34,0.40,6.06,0.21,1.13,78.78,1.97,208.05,173.72,11.72,8.08,1.43,51.67,3.23,50.07,0.48,1.96,0.00,0.75,0.02,0.72,0.74,0.53,0.00,0.06,0.13,0.22,0.43,0.20,0.12,0.27,5.53,0.19,0.07,0.20,0.31
2017-1-25,"Toast, whole wheat bread, with butter","2.00 thin slice - 4 1/4"" x 4"" x 3/8""",161.82,0.00,0.00,20.31,0.18,0.01,0.08,2.04,0.30,0.10,19.40,277.81,0.01,0.00,1.58,11.43,75.69,0.10,1.14,34.66,1.00,98.76,119.16,11.82,263.49,0.81,19.70,2.76,13.22,2.05,6.78,0.00,2.51,0.23,2.13,2.37,1.43,0.37,0.06,0.06,0.10,0.19,0.08,0.04,0.13,5.74,0.08,0.04,0.08,0.13
2017-1-25,"Millet, cooked","0.70 cup",144.94,,,86.98,0.13,,0.10,1.62,0.21,0.13,23.14,3.65,,,0.02,0.37,3.65,0.20,0.77,53.59,0.33,121.80,75.52,1.10,2.44,1.11,28.83,1.58,27.09,0.16,1.22,,0.22,0.03,0.58,0.62,0.21,,0.08,0.09,0.18,0.54,0.08,0.09,0.23,4.28,0.14,0.05,0.13,0.22
2017-1-25,"Salad, mixed","20.00 oz",107.73,,,527.87,0.45,0.00,0.11,2.83,1.53,0.68,204.12,837.68,176.33,0.00,2.27,,158.76,0.17,3.46,56.70,0.79,238.14,1139.65,1.70,28.35,1.42,15.31,2.83,0.57,14.74,1.70,0.00,0.00,,,0.57,0.57,,,,,,,,,7.94,,,,
2017-1-25,"Shortbread cookie, bakery","2.00 each - approx 1 1/2"" x 1""",205.22,0.00,0.00,2.48,0.16,0.00,0.10,1.23,0.09,0.01,26.67,0.00,0.00,0.00,0.11,5.57,3.17,0.03,0.97,4.58,0.14,22.50,22.37,7.09,0.46,0.15,20.06,0.63,15.21,4.21,13.02,0.00,7.49,0.00,1.67,1.68,3.22,3.82,0.05,0.05,0.07,0.15,0.05,0.04,0.11,2.15,0.06,0.03,0.06,0.09
2017-1-25,"Nejaime's Lavasch Crisp Flatbread, Restaurant Style Whole Grain (Venus)","0.94 FDA Serving Size",129.23,0.00,0.00,3.27,0.24,0.00,0.12,1.71,0.22,0.06,38.64,1.90,0.26,0.00,0.66,2.61,11.25,0.08,1.21,19.00,0.51,60.13,68.55,11.32,131.41,0.46,20.65,1.95,18.12,0.22,3.90,0.00,2.19,0.31,0.89,1.20,0.34,0.01,0.07,0.08,0.12,0.23,0.10,0.06,0.17,3.36,0.10,0.04,0.09,0.14
2017-1-25,"Mashed potatoes, prepared from fresh","1.00 cup, mashed",227.71,0.00,0.00,160.92,0.19,0.10,0.07,2.41,1.00,0.50,17.43,412.56,13.53,9.16,0.60,14.41,39.25,0.31,0.57,38.70,0.26,91.68,626.79,1.01,305.06,0.58,37.42,3.73,28.78,2.56,7.50,1.49,3.10,0.24,2.04,2.29,1.76,0.51,0.04,0.09,0.16,0.25,0.24,0.07,0.17,3.74,0.14,0.06,0.15,0.22
2017-1-25,"Milk, whole","1.00 cup",148.84,0.00,0.00,215.03,0.11,1.10,0.41,0.22,0.91,0.09,12.20,395.27,0.00,124.44,0.17,0.73,275.71,0.06,0.07,24.40,0.01,204.95,322.07,9.03,104.92,0.90,11.71,0.00,0.00,12.32,7.93,24.40,1.98,0.18,0.29,0.48,4.55,0.28,0.05,0.23,0.40,0.73,0.64,0.20,0.40,7.69,0.33,0.10,0.39,0.50
2017-1-26,"Fried egg sandwich","1.00 sandwich",228.04,0.00,0.00,56.43,0.30,0.56,0.38,2.42,0.97,0.10,77.53,366.13,0.00,43.51,0.76,3.25,97.68,0.06,2.40,16.56,0.28,135.47,126.91,26.40,422.02,0.90,25.29,1.35,18.59,3.42,8.94,186.50,3.19,0.18,1.94,2.13,2.40,0.15,0.22,0.23,0.48,0.80,0.57,0.26,0.52,10.72,0.42,0.12,0.37,0.55
2017-1-26,"Salad, mixed","20.00 oz",107.73,,,527.87,0.45,0.00,0.11,2.83,1.53,0.68,204.12,837.68,176.33,0.00,2.27,,158.76,0.17,3.46,56.70,0.79,238.14,1139.65,1.70,28.35,1.42,15.31,2.83,0.57,14.74,1.70,0.00,0.00,,,0.57,0.57,,,,,,,,,7.94,,,,
2017-1-26,"Whole Foods, pie, pumpkin","1.00 Slice",210.00,0.00,,,,,,,,,,,,,,,,,,,,,,,220.00,,27.00,1.00,18.00,8.00,10.00,55.00,,,,,6.00,0.00,,,,,,,,2.00,,,,
2017-1-26,"Brown rice, steamed","1.00 cup",248.45,0.00,0.00,141.94,0.36,0.00,0.14,5.17,0.77,0.25,18.18,0.00,0.00,0.00,0.34,0.40,6.06,0.21,1.13,78.78,1.97,208.05,173.72,11.72,8.08,1.43,51.67,3.23,50.07,0.48,1.96,0.00,0.75,0.02,0.72,0.74,0.53,0.00,0.06,0.13,0.22,0.43,0.20,0.12,0.27,5.53,0.19,0.07,0.20,0.31
2017-1-26,"Yogurt, plain, whole milk","0.40 cup",59.78,0.00,0.00,86.14,0.03,0.36,0.14,0.07,0.38,0.03,6.86,97.02,0.49,1.96,0.09,0.21,118.58,0.01,0.05,11.76,0.00,93.10,151.90,2.16,45.08,0.58,4.57,0.00,0.00,4.57,3.19,12.74,0.88,0.03,0.06,0.09,2.05,0.07,0.03,0.08,0.19,0.34,0.30,0.10,0.19,3.40,0.14,0.02,0.17,0.28
2017-1-26,"Milk, whole","0.30 cup",44.65,0.00,0.00,64.51,0.03,0.33,0.12,0.07,0.27,0.03,3.66,118.58,0.00,37.33,0.05,0.22,82.71,0.02,0.02,7.32,0.00,61.49,96.62,2.71,31.48,0.27,3.51,0.00,0.00,3.70,2.38,7.32,0.59,0.05,0.09,0.14,1.37,0.08,0.01,0.07,0.12,0.22,0.19,0.06,0.12,2.31,0.10,0.03,0.12,0.15
2017-1-26,"Blueberries, fresh","0.40 cup, whole pieces",33.74,0.00,0.00,49.85,0.02,0.00,0.02,0.25,0.07,0.03,3.55,31.97,5.74,0.00,0.34,11.43,3.55,0.03,0.17,3.55,0.20,7.10,45.58,0.06,0.59,0.09,8.58,1.42,0.02,5.90,0.20,0.00,0.03,0.03,0.05,0.09,0.02,0.00,0.00,0.01,0.01,0.03,0.01,0.01,0.02,0.44,0.01,0.00,0.01,0.02
2017-1-27,"Fried egg sandwich","1.00 sandwich",228.04,0.00,0.00,56.43,0.30,0.56,0.38,2.42,0.97,0.10,77.53,366.13,0.00,43.51,0.76,3.25,97.68,0.06,2.40,16.56,0.28,135.47,126.91,26.40,422.02,0.90,25.29,1.35,18.59,3.42,8.94,186.50,3.19,0.18,1.94,2.13,2.40,0.15,0.22,0.23,0.48,0.80,0.57,0.26,0.52,10.72,0.42,0.12,0.37,0.55
2017-1-27,"Croissant, almond","1.00 medium - 4 1/2"" diameter",316.12,0.00,0.00,29.45,0.30,0.17,0.30,2.20,0.36,0.04,54.09,485.51,0.76,13.97,2.02,1.33,47.13,0.11,1.72,26.00,0.35,91.98,116.24,12.78,75.71,0.58,33.54,1.78,22.36,9.16,18.02,56.61,6.24,0.07,1.25,1.47,9.25,0.57,0.10,0.14,0.23,0.43,0.22,0.10,0.30,5.89,0.19,0.07,0.19,0.27
2017-1-27,"Tossed salad, plain, no dressing","5.00 cup, chopped",39.90,0.00,0.00,272.57,0.12,0.00,0.07,0.35,0.26,0.12,82.65,1430.68,7.98,0.00,0.63,68.68,51.30,0.07,1.17,19.95,0.36,57.00,401.84,0.28,28.50,0.43,8.46,3.42,0.00,5.61,0.40,0.00,0.02,0.15,0.06,0.21,0.05,0.00,0.01,0.03,0.05,0.07,0.07,0.01,0.07,2.56,0.07,0.03,0.02,0.07
2017-1-27,"Nejaime's Lavasch Crisp Flatbread, Restaurant Style Whole Grain (Venus)","0.94 FDA Serving Size",129.23,0.00,0.00,3.27,0.24,0.00,0.12,1.71,0.22,0.06,38.64,1.90,0.26,0.00,0.66,2.61,11.25,0.08,1.21,19.00,0.51,60.13,68.55,11.32,131.41,0.46,20.65,1.95,18.12,0.22,3.90,0.00,2.19,0.31,0.89,1.20,0.34,0.01,0.07,0.08,0.12,0.23,0.10,0.06,0.17,3.36,0.10,0.04,0.09,0.14
2017-1-27,"Trader Joe's, paneer tikka masala, paneer tikka masala, frozen, with spinach basmati rice","1.00 Package",330.00,0.00,,,,,,,,,,1000.00,6.00,,,,150.00,,1.80,,,,,,850.00,,25.00,1.00,21.00,3.00,21.00,40.00,,,,,8.00,0.00,,,,,,,,9.00,,,,
2017-1-28,"Toast, whole wheat bread, with butter","2.00 thin slice - 4 1/4"" x 4"" x 3/8""",161.82,0.00,0.00,20.31,0.18,0.01,0.08,2.04,0.30,0.10,19.40,277.81,0.01,0.00,1.58,11.43,75.69,0.10,1.14,34.66,1.00,98.76,119.16,11.82,263.49,0.81,19.70,2.76,13.22,2.05,6.78,0.00,2.51,0.23,2.13,2.37,1.43,0.37,0.06,0.06,0.10,0.19,0.08,0.04,0.13,5.74,0.08,0.04,0.08,0.13
2017-1-28,"Uphittu","2.00 full recipe",339.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.65,2.71,0.24,0.00,2.91,0.01,0.00,0.00,0.11,0.00,310.15,0.00,62.00,4.00,56.00,2.00,5.50,0.00,3.28,0.03,0.44,0.47,0.62,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00
2017-1-28,"Milk, whole","1.00 cup",148.84,0.00,0.00,215.03,0.11,1.10,0.41,0.22,0.91,0.09,12.20,395.27,0.00,124.44,0.17,0.73,275.71,0.06,0.07,24.40,0.01,204.95,322.07,9.03,104.92,0.90,11.71,0.00,0.00,12.32,7.93,24.40,1.98,0.18,0.29,0.48,4.55,0.28,0.05,0.23,0.40,0.73,0.64,0.20,0.40,7.69,0.33,0.10,0.39,0.50
2017-1-28,"Que Pasa, Tortilla Chips","28.00 g",140.00,,,,,,,,,,,0.00,0.00,,,,19.88,,0.36,,,,,,50.12,,19.00,1.99,,0.00,6.00,0.00,,,,,0.50,0.00,,,,,,,,2.00,,,,
2017-1-28,"Tossed salad, with avocado, dressing","3.00 cup, chopped",148.85,0.00,0.00,196.97,0.10,0.02,0.11,1.15,0.87,0.22,89.25,836.58,8.75,0.00,1.43,49.89,35.18,0.12,0.96,25.58,0.27,58.94,475.12,0.71,255.83,0.58,10.31,5.27,0.12,3.57,12.33,0.00,5.94,0.43,3.12,3.57,1.77,0.01,0.02,0.04,0.07,0.11,0.11,0.03,0.09,2.41,0.08,0.03,0.04,0.09
2017-1-28,"Banana, fresh","1.00 medium - 7"" to 7 7/8"" long",105.02,0.00,0.00,88.39,0.04,0.00,0.09,0.78,0.39,0.43,23.60,75.52,10.27,0.00,0.15,0.59,5.90,0.09,0.31,31.86,0.32,25.96,422.44,1.18,1.18,0.18,26.95,3.07,6.35,14.43,0.39,0.00,0.04,0.03,0.05,0.09,0.13,0.00,0.01,0.09,0.03,0.08,0.06,0.01,0.06,1.29,0.03,0.01,0.01,0.06
2017-1-28,"Shortbread cookie, bakery","2.00 each - approx 1 1/2"" x 1""",205.22,0.00,0.00,2.48,0.16,0.00,0.10,1.23,0.09,0.01,26.67,0.00,0.00,0.00,0.11,5.57,3.17,0.03,0.97,4.58,0.14,22.50,22.37,7.09,0.46,0.15,20.06,0.63,15.21,4.21,13.02,0.00,7.49,0.00,1.67,1.68,3.22,3.82,0.05,0.05,0.07,0.15,0.05,0.04,0.11,2.15,0.06,0.03,0.06,0.09
2017-1-29,"Toast, whole wheat bread, with butter","2.00 thin slice - 4 1/4"" x 4"" x 3/8""",161.82,0.00,0.00,20.31,0.18,0.01,0.08,2.04,0.30,0.10,19.40,277.81,0.01,0.00,1.58,11.43,75.69,0.10,1.14,34.66,1.00,98.76,119.16,11.82,263.49,0.81,19.70,2.76,13.22,2.05,6.78,0.00,2.51,0.23,2.13,2.37,1.43,0.37,0.06,0.06,0.10,0.19,0.08,0.04,0.13,5.74,0.08,0.04,0.08,0.13
2017-1-29,"Uphittu","1.00 full recipe",169.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,1.35,0.12,0.00,1.45,0.00,0.00,0.00,0.05,0.00,155.08,0.00,31.00,2.00,28.00,1.00,2.75,0.00,1.64,0.02,0.22,0.24,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
2017-1-29,"Shortbread cookie, bakery","3.00 each - approx 1 1/2"" x 1""",307.83,0.00,0.00,3.73,0.25,0.00,0.16,1.85,0.14,0.01,40.00,0.00,0.00,0.00,0.17,8.36,4.75,0.05,1.45,6.87,0.21,33.75,33.56,10.63,0.69,0.22,30.10,0.95,22.81,6.32,19.52,0.00,11.24,0.01,2.51,2.52,4.82,5.73,0.07,0.07,0.11,0.22,0.07,0.06,0.16,3.23,0.09,0.04,0.10,0.13
2017-1-29,"Rice noodles, cooked","2.00 cup",380.16,,,259.85,0.06,,0.01,0.25,0.04,0.02,3.52,,,,0.11,,14.08,0.13,0.49,10.56,0.40,70.40,14.08,15.84,66.88,0.88,84.52,3.52,80.89,0.11,0.70,,0.09,0.01,0.07,0.08,0.08,,0.11,0.16,0.26,0.52,0.22,0.15,0.33,6.30,0.22,0.08,0.33,0.37
2017-1-29,"Milk, whole","1.00 cup",148.84,0.00,0.00,215.03,0.11,1.10,0.41,0.22,0.91,0.09,12.20,395.27,0.00,124.44,0.17,0.73,275.71,0.06,0.07,24.40,0.01,204.95,322.07,9.03,104.92,0.90,11.71,0.00,0.00,12.32,7.93,24.40,1.98,0.18,0.29,0.48,4.55,0.28,0.05,0.23,0.40,0.73,0.64,0.20,0.40,7.69,0.33,0.10,0.39,0.50
2017-1-29,"Banana, fresh","1.00 medium - 7"" to 7 7/8"" long",105.02,0.00,0.00,88.39,0.04,0.00,0.09,0.78,0.39,0.43,23.60,75.52,10.27,0.00,0.15,0.59,5.90,0.09,0.31,31.86,0.32,25.96,422.44,1.18,1.18,0.18,26.95,3.07,6.35,14.43,0.39,0.00,0.04,0.03,0.05,0.09,0.13,0.00,0.01,0.09,0.03,0.08,0.06,0.01,0.06,1.29,0.03,0.01,0.01,0.06
2017-1-29,"Bread, paratha, whole wheat, commercially prepared, frozen","1.00 piece",257.54,,,26.47,0.09,,0.06,1.45,0.37,0.06,7.90,4.74,,,1.07,2.69,19.75,0.12,1.27,29.23,0.83,94.80,109.81,5.61,357.08,0.65,35.83,7.58,24.89,3.28,10.43,0.79,3.03,0.05,1.89,1.96,4.60,0.03,,,,,,,,5.02,,,,
2017-1-29,"Trader Joe's, paneer tikka masala, paneer tikka masala, frozen, with spinach basmati rice","0.40 Package",132.00,0.00,,,,,,,,,,400.00,2.40,,,,60.00,,0.72,,,,,,340.00,,10.00,0.40,8.40,1.20,8.40,16.00,,,,,3.20,0.00,,,,,,,,3.60,,,,
2017-1-30,"Fried egg sandwich","1.00 sandwich",228.04,0.00,0.00,56.43,0.30,0.56,0.38,2.42,0.97,0.10,77.53,366.13,0.00,43.51,0.76,3.25,97.68,0.06,2.40,16.56,0.28,135.47,126.91,26.40,422.02,0.90,25.29,1.35,18.59,3.42,8.94,186.50,3.19,0.18,1.94,2.13,2.40,0.15,0.22,0.23,0.48,0.80,0.57,0.26,0.52,10.72,0.42,0.12,0.37,0.55
2017-1-30,"Croissant, almond","2.00 medium - 4 1/2"" diameter",632.25,0.00,0.00,58.89,0.61,0.34,0.59,4.39,0.72,0.08,108.18,971.03,1.51,27.93,4.04,2.67,94.26,0.23,3.44,52.01,0.69,183.97,232.49,25.56,151.43,1.16,67.08,3.56,44.72,18.31,36.04,113.22,12.47,0.13,2.51,2.93,18.51,1.15,0.20,0.28,0.46,0.87,0.43,0.21,0.60,11.78,0.38,0.14,0.37,0.54
2017-1-30,"Tossed salad, plain, no dressing","4.00 cup, chopped",31.92,0.00,0.00,218.06,0.09,0.00,0.06,0.28,0.21,0.10,66.12,1144.54,6.38,0.00,0.50,54.95,41.04,0.06,0.93,15.96,0.28,45.60,321.48,0.23,22.80,0.34,6.77,2.74,0.00,4.49,0.32,0.00,0.01,0.12,0.05,0.17,0.04,0.00,0.01,0.02,0.04,0.06,0.05,0.01,0.05,2.05,0.06,0.02,0.02,0.05
2017-1-30,"Millet, cooked","1.00 cup",207.06,,,124.25,0.18,,0.14,2.31,0.30,0.19,33.06,5.22,,,0.03,0.52,5.22,0.28,1.10,76.56,0.47,174.00,107.88,1.57,3.48,1.58,41.19,2.26,38.70,0.23,1.74,,0.32,0.05,0.84,0.88,0.30,,0.12,0.13,0.26,0.78,0.12,0.12,0.32,6.11,0.20,0.07,0.19,0.32
